"","Row.names","Shannon","Simpson","Invsimpson","Richness","Site","Date","Type","Rep","Source","Group","Site_Type"
"1","ARIK.20190715.EPIPSAMMON.1",7.16129901109044,0.998422006267275,633.716078373364,3094,"ARIK",20190715,"EPIPSAMMON",1,"benthic","6","ARIK_EPIPSAMMON"
"2","ARIK.20190715.EPIPSAMMON.2",7.19239610666538,0.998619177053381,724.205809621275,3114,"ARIK",20190715,"EPIPSAMMON",2,"benthic","6","ARIK_EPIPSAMMON"
"3","ARIK.20190715.EPIPSAMMON.3",7.21340496291922,0.998655713052555,743.888796882675,3146,"ARIK",20190715,"EPIPSAMMON",3,"benthic","6","ARIK_EPIPSAMMON"
"4","BIGC.20190709.EPILITHON.1",7.5577917805891,0.998626563982624,728.100899749554,4612,"BIGC",20190709,"EPILITHON",1,"benthic","3","BIGC_EPILITHON"
"5","BIGC.20190709.EPILITHON.2",7.63434210805753,0.999092033119837,1101.36175872497,4614,"BIGC",20190709,"EPILITHON",2,"benthic","3","BIGC_EPILITHON"
"6","BIGC.20190709.EPILITHON.3",7.40588965541063,0.998995222666259,995.245380662593,3940,"BIGC",20190709,"EPILITHON",3,"benthic","3","BIGC_EPILITHON"
"7","BIGC.20190709.EPIPSAMMON.1",6.87481881712537,0.998315811884301,593.757900722893,1583,"BIGC",20190709,"EPIPSAMMON",1,"benthic","3","BIGC_EPIPSAMMON"
"8","BIGC.20190709.EPIPSAMMON.3",6.87170844025514,0.998211593827098,559.157094821215,1593,"BIGC",20190709,"EPIPSAMMON",3,"benthic","3","BIGC_EPIPSAMMON"
"9","BLDE.20190805.EPILITHON.1",7.55762943029756,0.999033215072311,1034.35621652782,4828,"BLDE",20190805,"EPILITHON",1,"benthic","3","BLDE_EPILITHON"
"10","BLDE.20190805.EPILITHON.2",7.5821144984188,0.998961312911062,962.753855949719,5017,"BLDE",20190805,"EPILITHON",2,"benthic","3","BLDE_EPILITHON"
"11","BLDE.20190805.EPILITHON.3",7.54344747292961,0.998980956840662,981.312705782941,4962,"BLDE",20190805,"EPILITHON",3,"benthic","3","BLDE_EPILITHON"
"12","BLDE.20190805.EPILITHON.4",7.5569968356727,0.998973415564941,974.103995588403,4985,"BLDE",20190805,"EPILITHON",4,"benthic","3","BLDE_EPILITHON"
"13","BLDE.20190805.EPILITHON.5",7.53128243314421,0.99907603425358,1082.29120384043,4765,"BLDE",20190805,"EPILITHON",5,"benthic","3","BLDE_EPILITHON"
"14","BLDE.20190805.EPILITHON.6",7.53152464207395,0.99904984696663,1052.46204019679,4540,"BLDE",20190805,"EPILITHON",6,"benthic","3","BLDE_EPILITHON"
"15","BLDE.20190805.EPILITHON.7",7.51623059932866,0.998977343481694,977.845427178925,4790,"BLDE",20190805,"EPILITHON",7,"benthic","3","BLDE_EPILITHON"
"16","BLDE.20190805.EPILITHON.8",7.57610496024345,0.99911251470148,1126.77922853153,4836,"BLDE",20190805,"EPILITHON",8,"benthic","3","BLDE_EPILITHON"
"17","BLDE.SS.20190702",5.28629395830461,0.993288639742536,149.001090932031,234,"BLDE",20190702,"SS",1,"surface","3","BLDE_SS"
"18","BLUE.20190711.EPILITHON.1",7.47478314246674,0.998861662754963,878.474287264209,4428,"BLUE",20190711,"EPILITHON",1,"benthic","5","BLUE_EPILITHON"
"19","BLUE.20190711.EPILITHON.2",7.56002679266307,0.999037197564285,1038.63468028876,4436,"BLUE",20190711,"EPILITHON",2,"benthic","5","BLUE_EPILITHON"
"20","BLUE.20190711.EPILITHON.3",7.4862769081034,0.998827232762812,852.6841203358,4376,"BLUE",20190711,"EPILITHON",3,"benthic","5","BLUE_EPILITHON"
"21","BLUE.20190711.EPILITHON.4",7.46365142955597,0.99871474185799,778.05381449386,4365,"BLUE",20190711,"EPILITHON",4,"benthic","5","BLUE_EPILITHON"
"22","BLUE.20190711.EPILITHON.5",7.34300763588093,0.998646180677104,738.651002454893,4368,"BLUE",20190711,"EPILITHON",5,"benthic","5","BLUE_EPILITHON"
"23","BLUE.20190711.EPILITHON.6",7.46016020476436,0.99877330891914,815.201166457112,4412,"BLUE",20190711,"EPILITHON",6,"benthic","5","BLUE_EPILITHON"
"24","BLUE.20190711.EPILITHON.7",7.52491745799363,0.999015017837342,1015.24681147653,4277,"BLUE",20190711,"EPILITHON",7,"benthic","5","BLUE_EPILITHON"
"25","BLUE.20190711.EPILITHON.8",7.4939562323792,0.998876440030239,890.0281488426,4368,"BLUE",20190711,"EPILITHON",8,"benthic","5","BLUE_EPILITHON"
"26","BLUE.SS.20190716",7.37564821322031,0.999050770049215,1053.48551125339,2885,"BLUE",20190716,"SS",1,"surface","5","BLUE_SS"
"27","BLWA.C0.20190716",7.09676249515405,0.998845619134615,866.265224923728,1887,"BLWA",20190716,"C0",1,"surface","4","BLWA_C0"
"28","CARI.20190703.EPILITHON.7",7.40187695511843,0.999094953182549,1104.91521622804,2532,"CARI",20190703,"EPILITHON",7,"benthic","1","CARI_EPILITHON"
"29","CARI.20190703.EPILITHON.8",7.40400089189461,0.999068307657583,1073.31567994442,2528,"CARI",20190703,"EPILITHON",8,"benthic","1","CARI_EPILITHON"
"30","CARI.SS.20190710",6.09879416114512,0.996539064746563,288.939239474902,596,"CARI",20190710,"SS",1,"surface","1","CARI_SS"
"31","COMO.20190806.EPILITHON.1",7.64192165876351,0.999118529138962,1134.46745003298,4917,"COMO",20190806,"EPILITHON",1,"benthic","1","COMO_EPILITHON"
"32","COMO.20190806.EPILITHON.2",7.65556320714202,0.999151869090157,1179.06326534503,4851,"COMO",20190806,"EPILITHON",2,"benthic","1","COMO_EPILITHON"
"33","COMO.20190806.EPILITHON.3",7.52647638338183,0.999033585276454,1034.75244699368,4759,"COMO",20190806,"EPILITHON",3,"benthic","1","COMO_EPILITHON"
"34","COMO.20190806.EPILITHON.4",7.64120349168167,0.99912847525307,1147.41434884425,4924,"COMO",20190806,"EPILITHON",4,"benthic","1","COMO_EPILITHON"
"35","COMO.20190806.EPILITHON.5",7.60613873614635,0.999087682651288,1096.10981465195,4887,"COMO",20190806,"EPILITHON",5,"benthic","1","COMO_EPILITHON"
"36","COMO.20190806.EPIPSAMMON.1",7.16441277369238,0.998523328194477,677.1985462578,3072,"COMO",20190806,"EPIPSAMMON",1,"benthic","1","COMO_EPIPSAMMON"
"37","COMO.20190806.EPIPSAMMON.2",7.1600506153859,0.998485517570901,660.291582646488,3072,"COMO",20190806,"EPIPSAMMON",2,"benthic","1","COMO_EPIPSAMMON"
"38","COMO.20190806.EPIPSAMMON.3",7.04754903685904,0.997096269594047,344.384588166248,3066,"COMO",20190806,"EPIPSAMMON",3,"benthic","1","COMO_EPIPSAMMON"
"39","COMO.SS.20190716",4.69630442751037,0.989964085227094,99.6421375258897,117,"COMO",20190716,"SS",1,"surface","1","COMO_SS"
"40","CUPE.20190625.EPILITHON.1",7.62072449672941,0.999044844958839,1046.9504498289,5044,"CUPE",20190625,"EPILITHON",1,"benthic","3","CUPE_EPILITHON"
"41","CUPE.20190625.EPILITHON.2",7.60236274351649,0.99907440205227,1080.38268932243,4995,"CUPE",20190625,"EPILITHON",2,"benthic","3","CUPE_EPILITHON"
"42","CUPE.20190625.EPILITHON.3",7.62204462534632,0.999135132812908,1156.24689538986,4912,"CUPE",20190625,"EPILITHON",3,"benthic","3","CUPE_EPILITHON"
"43","CUPE.20190625.EPILITHON.4",7.61637639250401,0.999057808184305,1061.35500578709,4943,"CUPE",20190625,"EPILITHON",4,"benthic","3","CUPE_EPILITHON"
"44","CUPE.20190625.EPILITHON.5",7.61761848096275,0.999070928560622,1076.34349482244,5056,"CUPE",20190625,"EPILITHON",5,"benthic","3","CUPE_EPILITHON"
"45","CUPE.20190625.EPILITHON.6",7.5479026900774,0.998975052158644,975.659403972388,4885,"CUPE",20190625,"EPILITHON",6,"benthic","3","CUPE_EPILITHON"
"46","CUPE.20190625.EPILITHON.7",7.62402190362033,0.999107921628027,1120.97774300757,5059,"CUPE",20190625,"EPILITHON",7,"benthic","3","CUPE_EPILITHON"
"47","CUPE.20190625.EPILITHON.8",7.562388804328,0.999059892609039,1063.7082631358,4700,"CUPE",20190625,"EPILITHON",8,"benthic","3","CUPE_EPILITHON"
"48","CUPE.SS.20190709",3.72560644921967,0.971353599021197,34.9083991646968,49,"CUPE",20190709,"SS",1,"surface","3","CUPE_SS"
"49","GUIL.20190701.EPILITHON.1",7.65485189820519,0.999046365957073,1048.62028302921,6124,"GUIL",20190701,"EPILITHON",1,"benthic","3","GUIL_EPILITHON"
"50","GUIL.20190701.EPILITHON.2",7.63221699299197,0.999106683886569,1119.42456311419,5944,"GUIL",20190701,"EPILITHON",2,"benthic","3","GUIL_EPILITHON"
"51","GUIL.20190701.EPILITHON.3",7.6292542629244,0.999079936766239,1086.88181779891,6133,"GUIL",20190701,"EPILITHON",3,"benthic","3","GUIL_EPILITHON"
"52","GUIL.20190701.EPILITHON.4",7.68209721938235,0.999137205816855,1159.02496740915,6212,"GUIL",20190701,"EPILITHON",4,"benthic","3","GUIL_EPILITHON"
"53","GUIL.20190701.EPILITHON.5",7.68896544013796,0.999170694064036,1205.82761636409,6354,"GUIL",20190701,"EPILITHON",5,"benthic","3","GUIL_EPILITHON"
"54","GUIL.20190701.EPILITHON.6",7.58829253979986,0.999086764946824,1095.00834042966,5524,"GUIL",20190701,"EPILITHON",6,"benthic","3","GUIL_EPILITHON"
"55","GUIL.20190701.EPILITHON.7",7.65640005132756,0.999208497993663,1263.42067612463,5993,"GUIL",20190701,"EPILITHON",7,"benthic","3","GUIL_EPILITHON"
"56","GUIL.20190701.EPILITHON.8",7.6498722543836,0.999159266538169,1189.43761060989,6093,"GUIL",20190701,"EPILITHON",8,"benthic","3","GUIL_EPILITHON"
"57","GUIL.SS.20190716",5.13645618362018,0.993087553926585,144.666589710687,191,"GUIL",20190716,"SS",1,"surface","3","GUIL_SS"
"58","HOPB.20190715.EPILITHON.1",7.53633446017271,0.998880827281149,893.517133822573,4390,"HOPB",20190715,"EPILITHON",1,"benthic","1","HOPB_EPILITHON"
"59","HOPB.20190715.EPILITHON.2",7.59163118593373,0.999144480817025,1168.88086193817,4353,"HOPB",20190715,"EPILITHON",2,"benthic","1","HOPB_EPILITHON"
"60","HOPB.20190715.EPILITHON.3",7.61451156327593,0.999154458705571,1182.67434906982,4475,"HOPB",20190715,"EPILITHON",3,"benthic","1","HOPB_EPILITHON"
"61","HOPB.20190715.EPILITHON.4",7.58285827778982,0.999079512278065,1086.3805960365,4375,"HOPB",20190715,"EPILITHON",4,"benthic","1","HOPB_EPILITHON"
"62","HOPB.20190715.EPILITHON.5",7.52429290930828,0.999014462580818,1014.6748165384,4408,"HOPB",20190715,"EPILITHON",5,"benthic","1","HOPB_EPILITHON"
"63","HOPB.20190715.EPIPSAMMON.2",7.3089385584444,0.998773002939875,814.99787774405,2832,"HOPB",20190715,"EPIPSAMMON",2,"benthic","1","HOPB_EPIPSAMMON"
"64","HOPB.SS.20190717",6.54971228197171,0.997981284341104,495.364463832964,912,"HOPB",20190717,"SS",1,"surface","1","HOPB_SS"
"65","KING.20190723.EPILITHON.1",7.42406294521553,0.998022934982391,505.800260028669,5596,"KING",20190723,"EPILITHON",1,"benthic","5","KING_EPILITHON"
"66","KING.20190723.EPILITHON.2",7.61146488648579,0.99905711107358,1060.57030895111,5636,"KING",20190723,"EPILITHON",2,"benthic","5","KING_EPILITHON"
"67","KING.20190723.EPILITHON.3",7.61004768522931,0.99900883483935,1008.91358948156,5615,"KING",20190723,"EPILITHON",3,"benthic","5","KING_EPILITHON"
"68","KING.20190723.EPILITHON.4",7.7411104323999,0.999271570272239,1372.81602039206,5600,"KING",20190723,"EPILITHON",4,"benthic","5","KING_EPILITHON"
"69","KING.20190723.EPILITHON.5",7.4507660457315,0.998664961046609,749.041814443042,5578,"KING",20190723,"EPILITHON",5,"benthic","5","KING_EPILITHON"
"70","KING.20190723.EPILITHON.6",7.76475635853025,0.999248017457345,1329.81810517805,5604,"KING",20190723,"EPILITHON",6,"benthic","5","KING_EPILITHON"
"71","KING.20190723.EPILITHON.7",7.71777256594183,0.999205485539291,1258.63033267861,5582,"KING",20190723,"EPILITHON",7,"benthic","5","KING_EPILITHON"
"72","KING.20190723.EPILITHON.8",7.68609142549206,0.999260389950122,1352.06383440241,5552,"KING",20190723,"EPILITHON",8,"benthic","5","KING_EPILITHON"
"73","KING.SS.20190708",6.17397735128934,0.997154341011464,351.412451045176,612,"KING",20190708,"SS",1,"surface","5","KING_SS"
"74","LECO.SS.20190812",7.42931124635786,0.999076401362974,1082.72138990975,2748,"LECO",20190812,"SS",1,"surface","2","LECO_SS"
"75","MAYF.20190805.EPIXYLON.1",7.21238203056894,0.998527460617393,679.09898493153,3302,"MAYF",20190805,"EPIXYLON",1,"benthic","1","MAYF_EPIXYLON"
"76","MAYF.20190805.EPIXYLON.2",7.34260506307058,0.998917642746593,923.909362506614,3307,"MAYF",20190805,"EPIXYLON",2,"benthic","1","MAYF_EPIXYLON"
"77","MAYF.20190805.EPIXYLON.3",7.17592784111212,0.998303206517753,589.346912551442,3260,"MAYF",20190805,"EPIXYLON",3,"benthic","1","MAYF_EPIXYLON"
"78","MAYF.20190805.EPIXYLON.4",7.24213899051188,0.998599944646851,714.257473999716,3273,"MAYF",20190805,"EPIXYLON",4,"benthic","1","MAYF_EPIXYLON"
"79","MAYF.20190805.EPIXYLON.5",7.23455670750587,0.998635096886114,732.652735440529,3248,"MAYF",20190805,"EPIXYLON",5,"benthic","1","MAYF_EPIXYLON"
"80","MCDI.20190724.EPILITHON.1",7.55033316187871,0.999043231565017,1045.18498252656,4836,"MCDI",20190724,"EPILITHON",1,"benthic","5","MCDI_EPILITHON"
"81","MCDI.20190724.EPILITHON.2",7.58506781885129,0.999027235790457,1027.99834758539,4863,"MCDI",20190724,"EPILITHON",2,"benthic","5","MCDI_EPILITHON"
"82","MCDI.20190724.EPILITHON.3",7.59925406689964,0.999146859527014,1172.13991325511,4805,"MCDI",20190724,"EPILITHON",3,"benthic","5","MCDI_EPILITHON"
"83","MCDI.20190724.EPILITHON.4",7.35451048053617,0.998637657014038,734.029543444061,4765,"MCDI",20190724,"EPILITHON",4,"benthic","5","MCDI_EPILITHON"
"84","MCDI.20190724.EPILITHON.5",7.61398000664585,0.999075996513101,1082.24699817547,4844,"MCDI",20190724,"EPILITHON",5,"benthic","5","MCDI_EPILITHON"
"85","MCDI.20190724.EPILITHON.6",7.53200766165299,0.999055855731774,1059.1601661457,4726,"MCDI",20190724,"EPILITHON",6,"benthic","5","MCDI_EPILITHON"
"86","REDB.20190715.EPILITHON.1",7.36586252878201,0.998115009725058,530.506715760577,3623,"REDB",20190715,"EPILITHON",1,"benthic","5","REDB_EPILITHON"
"87","REDB.20190715.EPILITHON.2",7.38046736929295,0.998584995636566,706.711601632869,3708,"REDB",20190715,"EPILITHON",2,"benthic","5","REDB_EPILITHON"
"88","REDB.20190715.EPILITHON.3",7.40232713236179,0.998305333883335,590.086737538593,3715,"REDB",20190715,"EPILITHON",3,"benthic","5","REDB_EPILITHON"
"89","REDB.20190715.EPIPSAMMON.1",7.43432485622222,0.998995683131139,995.701686395413,4006,"REDB",20190715,"EPIPSAMMON",1,"benthic","5","REDB_EPIPSAMMON"
"90","REDB.20190715.EPIPSAMMON.2",7.39837141834303,0.998920159041122,926.062298136271,4198,"REDB",20190715,"EPIPSAMMON",2,"benthic","5","REDB_EPIPSAMMON"
"91","REDB.20190715.EPIPSAMMON.3",7.42288570937693,0.99896430011681,965.530667938168,4209,"REDB",20190715,"EPIPSAMMON",3,"benthic","5","REDB_EPIPSAMMON"
"92","REDB.20190715.EPIPSAMMON.4",7.49866660370677,0.998894560702778,904.617741121394,4188,"REDB",20190715,"EPIPSAMMON",4,"benthic","5","REDB_EPIPSAMMON"
"93","REDB.20190715.EPIPSAMMON.5",7.41759276696847,0.998967517465983,968.539386433256,4087,"REDB",20190715,"EPIPSAMMON",5,"benthic","5","REDB_EPIPSAMMON"
"94","REDB.SS.20190709",7.1625523749803,0.998860240142523,877.377803262351,2555,"REDB",20190709,"SS",1,"surface","5","REDB_SS"
"95","SYCA.20190617.EPILITHON.1",7.53415752146095,0.998991496877419,991.568570893926,3740,"SYCA",20190617,"EPILITHON",1,"benthic","6","SYCA_EPILITHON"
"96","SYCA.20190617.EPILITHON.2",7.49477806137052,0.999000966161478,1000.96709584867,3746,"SYCA",20190617,"EPILITHON",2,"benthic","6","SYCA_EPILITHON"
"97","SYCA.20190617.EPILITHON.3",7.54673989746392,0.999169661828856,1204.32859135218,3742,"SYCA",20190617,"EPILITHON",3,"benthic","6","SYCA_EPILITHON"
"98","SYCA.20190617.EPILITHON.4",7.53693541204226,0.999128450114633,1147.38125354615,3753,"SYCA",20190617,"EPILITHON",4,"benthic","6","SYCA_EPILITHON"
"99","SYCA.20190617.EPILITHON.5",7.57843700268177,0.999182472706009,1223.20075103372,3735,"SYCA",20190617,"EPILITHON",5,"benthic","6","SYCA_EPILITHON"
"100","SYCA.20190617.EPIPSAMMON.1",7.00744776986839,0.998552442588127,690.818886904349,1968,"SYCA",20190617,"EPIPSAMMON",1,"benthic","6","SYCA_EPIPSAMMON"
"101","SYCA.20190617.EPIPSAMMON.2",7.13612211612763,0.998754032850831,802.589378593965,1997,"SYCA",20190617,"EPIPSAMMON",2,"benthic","6","SYCA_EPIPSAMMON"
"102","SYCA.20190617.EPIPSAMMON.3",7.13200950678514,0.998749523914584,799.695421338118,1997,"SYCA",20190617,"EPIPSAMMON",3,"benthic","6","SYCA_EPIPSAMMON"
"103","SYCA.SS.20190716",6.79111985568751,0.998400053872104,625.021044499095,1217,"SYCA",20190716,"SS",1,"surface","6","SYCA_SS"
"104","TECR.SS.20190717",4.74131577722692,0.990297919463273,103.070676048762,124,"TECR",20190717,"SS",1,"surface","2","TECR_SS"
"105","TOMB.C0.20190709",7.35129745457165,0.99891039682895,917.765317290776,2838,"TOMB",20190709,"C0",1,"surface","4","TOMB_C0"
"106","WLOU.20190724.EPILITHON.1",7.53847149068184,0.998769293689812,812.541539538743,4352,"WLOU",20190724,"EPILITHON",1,"benthic","3","WLOU_EPILITHON"
"107","WLOU.20190724.EPILITHON.2",7.63611752105999,0.999226221566737,1292.35961744565,4397,"WLOU",20190724,"EPILITHON",2,"benthic","3","WLOU_EPILITHON"
"108","WLOU.20190724.EPILITHON.3",7.57456349728993,0.999106963990378,1119.77567446976,4140,"WLOU",20190724,"EPILITHON",3,"benthic","3","WLOU_EPILITHON"
"109","WLOU.20190724.EPILITHON.4",7.57961030736328,0.999145200317256,1169.86472993313,4371,"WLOU",20190724,"EPILITHON",4,"benthic","3","WLOU_EPILITHON"
"110","WLOU.20190724.EPILITHON.5",7.60445229719837,0.99914768014835,1173.2684602667,4363,"WLOU",20190724,"EPILITHON",5,"benthic","3","WLOU_EPILITHON"
"111","WLOU.20190724.EPIPSAMMON.1",7.12785435586646,0.998513689129235,672.806759116996,2617,"WLOU",20190724,"EPIPSAMMON",1,"benthic","3","WLOU_EPIPSAMMON"
"112","WLOU.20190724.EPIPSAMMON.2",7.15831858940144,0.998586098992009,707.263092923804,2619,"WLOU",20190724,"EPIPSAMMON",2,"benthic","3","WLOU_EPIPSAMMON"
"113","WLOU.SS.20190709",5.55820585396642,0.983133797804871,59.2901702725217,473,"WLOU",20190709,"SS",1,"surface","3","WLOU_SS"
